GEOID1,STATE,NET_COUNTY,NET_PERM,NET_TEMP,NET_RESIDENTIAL,FULL1_NAME,net,difference
20083,KS,-778,-737,-58,-690,"Hodgeman County, Kansas",-75,703
20003,KS,-493,-475,0,-448,"Anderson County, Kansas",218,711
48429,TX,-482,-459,0,-467,"Stephens County, Texas",234,716
19141,IA,-635,-419,-74,-457,"O'Brien County, Iowa",82,717
28007,MS,26,30,-11,-16,"Attala County, Mississippi",744,718
39167,OH,-735,-660,-89,-768,"Washington County, Ohio",-17,718
30015,MT,-723,-610,-99,-590,"Chouteau County, Montana",-5,718
22027,LA,-501,-498,30,-393,"Claiborne Parish, Louisiana",220,721
5149,AR,-413,-370,0,-354,"Yell County, Arkansas",309,722
29217,MO,-694,-647,15,-670,"Vernon County, Missouri",29,723
13093,GA,-228,-252,-9,-264,"Dooly County, Georgia",497,725
17141,IL,-1877,-1443,-423,-1728,"Ogle County, Illinois",-1152,725
29187,MO,-468,-409,-76,-602,"St. Francois County, Missouri",259,727
31117,NE,-738,-624,-91,-702,"McPherson County, Nebraska",-11,727
8103,CO,-551,-531,-20,-596,"Rio Blanco County, Colorado",176,727
5111,AR,-516,-528,0,-591,"Poinsett County, Arkansas",212,728
18033,IN,-1000,-683,-245,-947,"DeKalb County, Indiana",-271,729
16041,ID,47,80,-22,43,"Franklin County, Idaho",776,729
37001,NC,913,925,-88,917,"Alamance County, North Carolina",1643,730
27133,MN,-361,-254,-138,-323,"Rock County, Minnesota",369,730
48363,TX,-137,-22,11,-17,"Palo Pinto County, Texas",593,730
26109,MI,-398,-250,-149,-377,"Menominee County, Michigan",333,731
48445,TX,-303,-272,0,-220,"Terry County, Texas",431,734
13207,GA,-20,-43,12,-86,"Monroe County, Georgia",715,735
28041,MS,-377,-322,-59,-404,"Greene County, Mississippi",358,735
22047,LA,-72,-125,-12,-81,"Iberville Parish, Louisiana",665,737
1035,AL,-970,-955,-5,-886,"Conecuh County, Alabama",-232,738
37019,NC,4224,3921,305,4020,"Brunswick County, North Carolina",4963,739
18111,IN,-595,-468,-124,-390,"Newton County, Indiana",144,739
5009,AR,-84,-72,-10,-67,"Boone County, Arkansas",657,741
1109,AL,-507,-507,-33,-494,"Pike County, Alabama",235,742
4003,AZ,-689,-964,241,-857,"Cochise County, Arizona",54,743
40077,OK,-494,-509,0,-547,"Latimer County, Oklahoma",250,744
50005,VT,-524,-334,-124,-436,"Caledonia County, Vermont",222,746
21185,KY,148,364,-180,129,"Oldham County, Kentucky",894,746
21113,KY,-784,-735,-88,-849,"Jessamine County, Kentucky",-37,747
17123,IL,-684,-531,-119,-704,"Marshall County, Illinois",63,747
29119,MO,-391,-341,-17,-365,"McDonald County, Missouri",358,749
22029,LA,-541,-539,0,-521,"Concordia Parish, Louisiana",208,749
20191,KS,-619,-593,12,-649,"Sumner County, Kansas",131,750
56003,WY,-482,-376,-94,-516,"Big Horn County, Wyoming",273,755
18029,IN,-663,-582,-86,-759,"Dearborn County, Indiana",94,757
39007,OH,-1619,-1055,-402,-1517,"Ashtabula County, Ohio",-860,759
46103,SD,-1551,-1530,2,-1384,"Pennington County, South Dakota",-792,759
18131,IN,-749,-545,-127,-721,"Pulaski County, Indiana",11,760
27153,MN,-848,-405,-313,-734,"Todd County, Minnesota",-88,760
28057,MS,-519,-473,-14,-487,"Itawamba County, Mississippi",243,762
34021,NJ,-998,-1085,-138,-1111,"Mercer County, New Jersey",-235,763
51685,VA,-703,-708,-14,-524,"Manassas Park city, Virginia",61,764
18021,IN,-1409,-1262,-84,-1175,"Clay County, Indiana",-642,767
31047,NE,-670,-633,-14,-635,"Dawson County, Nebraska",97,767
5049,AR,-209,-156,-62,-236,"Fulton County, Arkansas",564,773
51087,VA,235,66,158,171,"Henrico County, Virginia",1015,780
21167,KY,-453,-364,-123,-359,"Mercer County, Kentucky",328,781
13141,GA,-435,-425,-6,-401,"Hancock County, Georgia",348,783
41061,OR,-1022,-854,-172,-938,"Union County, Oregon",-239,783
44003,RI,-528,-481,5,-408,"Kent County, Rhode Island",256,784
19157,IA,-403,-172,-225,-378,"Poweshiek County, Iowa",382,785
17051,IL,-409,-385,0,-281,"Fayette County, Illinois",376,785
40087,OK,-411,-401,-16,-497,"McClain County, Oklahoma",374,785
34033,NJ,-1221,-1128,-49,-1079,"Salem County, New Jersey",-435,786
36023,NY,-805,-601,-236,-824,"Cortland County, New York",-19,786
31137,NE,-1062,-1072,-36,-1128,"Phelps County, Nebraska",-276,786
48227,TX,-16,-37,-8,-52,"Howard County, Texas",771,787
36053,NY,-951,-368,-426,-837,"Madison County, New York",-162,789
8045,CO,-941,-896,-66,-944,"Garfield County, Colorado",-151,790
47171,TN,-548,-497,-111,-507,"Unicoi County, Tennessee",243,791
51840,VA,-664,-657,-29,-605,"Winchester city, Virginia",128,792
55137,WI,-895,-326,-599,-910,"Waushara County, Wisconsin",-103,792
26019,MI,-722,-89,-616,-809,"Benzie County, Michigan",71,793
19041,IA,-431,-238,-125,-354,"Clay County, Iowa",364,795
48047,TX,-6,-11,0,-10,"Brooks County, Texas",790,796
42109,PA,-752,-663,-40,-652,"Snyder County, Pennsylvania",46,798
13047,GA,-160,-123,-71,-136,"Catoosa County, Georgia",638,798
28135,MS,-394,-344,-3,-369,"Tallahatchie County, Mississippi",405,799
37017,NC,-892,-884,35,-933,"Bladen County, North Carolina",-92,800
28137,MS,501,502,25,379,"Tate County, Mississippi",1301,800
45059,SC,934,904,-1,1059,"Laurens County, South Carolina",1735,801
13299,GA,-1060,-1087,39,-999,"Ware County, Georgia",-257,803
54091,WV,-727,-725,-27,-745,"Taylor County, West Virginia",77,804
18129,IN,-981,-866,-92,-898,"Posey County, Indiana",-176,805
27129,MN,-810,-390,-353,-902,"Renville County, Minnesota",-5,805
29137,MO,-970,-907,-55,-972,"Monroe County, Missouri",-165,805
47123,TN,-15,294,-326,-10,"Monroe County, Tennessee",792,807
26079,MI,-763,-159,-707,-753,"Kalkaska County, Michigan",44,807
48321,TX,-843,-898,37,-821,"Matagorda County, Texas",-34,809
21071,KY,-506,-497,-10,-380,"Floyd County, Kentucky",305,811
51590,VA,-457,-446,-10,-424,"Danville city, Virginia",357,814
27023,MN,-378,-215,-101,-420,"Chippewa County, Minnesota",436,814
19065,IA,-544,-393,-87,-583,"Fayette County, Iowa",271,815
1029,AL,-410,-303,-16,-368,"Cleburne County, Alabama",407,817
27025,MN,-331,271,-587,-409,"Chisago County, Minnesota",489,820
35009,NM,-986,-910,-86,-984,"Curry County, New Mexico",-163,823
19129,IA,-567,-480,-79,-447,"Mills County, Iowa",257,824
1019,AL,-654,-616,-25,-662,"Cherokee County, Alabama",171,825
1039,AL,-476,-499,0,-475,"Covington County, Alabama",351,827
39077,OH,-1212,-1057,-128,-1265,"Huron County, Ohio",-385,827
16051,ID,-641,-503,-90,-525,"Jefferson County, Idaho",186,827
51009,VA,-128,-63,-25,-31,"Amherst County, Virginia",701,829
51720,VA,-109,-96,0,-133,"Norton city, Virginia",720,829
17157,IL,-688,-634,-12,-741,"Randolph County, Illinois",141,829
2122,AK,-1695,-776,-872,-1390,"Kenai Peninsula Borough, Alaska",-866,829
47051,TN,-378,-327,-95,-465,"Franklin County, Tennessee",452,830
48145,TX,-480,-429,-33,-694,"Falls County, Texas",351,831
16055,ID,377,866,-415,461,"Kootenai County, Idaho",1209,832
39093,OH,-676,238,-924,-617,"Lorain County, Ohio",157,833
17053,IL,-697,-524,0,-457,"Ford County, Illinois",138,835
31185,NE,-496,-385,-53,-393,"York County, Nebraska",341,837
42053,PA,-330,-157,-86,-263,"Forest County, Pennsylvania",509,839
31053,NE,-775,-598,-52,-588,"Dodge County, Nebraska",65,840
49045,UT,461,477,-58,391,"Tooele County, Utah",1301,840
48299,TX,166,22,155,-20,"Llano County, Texas",1009,843
27109,MN,-1998,-1581,-431,-1918,"Olmsted County, Minnesota",-1152,846
55011,WI,-890,-864,-49,-1049,"Buffalo County, Wisconsin",-43,847
55029,WI,-868,-219,-602,-731,"Door County, Wisconsin",-20,848
36097,NY,-963,-646,-301,-1013,"Schuyler County, New York",-112,851
19183,IA,-844,-627,-190,-740,"Washington County, Iowa",7,851
16077,ID,-909,-822,-59,-892,"Power County, Idaho",-57,852
13259,GA,32,0,0,-47,"Stewart County, Georgia",885,853
28081,MS,-1259,-1285,-54,-1559,"Lee County, Mississippi",-406,853
18027,IN,-787,-680,-44,-776,"Daviess County, Indiana",66,853
40085,OK,-1206,-1197,-1,-1196,"Love County, Oklahoma",-353,853
47129,TN,-306,-296,-9,-338,"Morgan County, Tennessee",548,854
41041,OR,-109,-55,122,-120,"Lincoln County, Oregon",745,854
21019,KY,-446,-345,-34,-462,"Boyd County, Kentucky",410,856
1011,AL,-1448,-1377,-107,-1421,"Bullock County, Alabama",-591,857
30005,MT,-994,-887,-114,-920,"Blaine County, Montana",-135,859
31165,NE,-885,-810,-82,-703,"Sioux County, Nebraska",-26,859
28043,MS,-352,-334,-3,-362,"Grenada County, Mississippi",511,863
45047,SC,-448,-411,-82,-329,"Greenwood County, South Carolina",416,864
13225,GA,-180,-193,18,-160,"Peach County, Georgia",684,864
50011,VT,-866,-744,-149,-854,"Franklin County, Vermont",0,866
5083,AR,-327,-281,0,-238,"Logan County, Arkansas",539,866
48389,TX,-12,-59,36,23,"Reeves County, Texas",854,866
47163,TN,311,466,-163,274,"Sullivan County, Tennessee",1178,867
38105,ND,-779,-976,183,-667,"Williams County, North Dakota",88,867
29069,MO,-1167,-1143,11,-1044,"Dunklin County, Missouri",-299,868
29185,MO,-481,-408,-24,-594,"St. Clair County, Missouri",387,868
13129,GA,-549,-544,-35,-462,"Gordon County, Georgia",320,869
40035,OK,-624,-585,-45,-626,"Craig County, Oklahoma",245,869
23003,ME,-998,-876,-15,-832,"Aroostook County, Maine",-127,871
55129,WI,-908,-393,-562,-1016,"Washburn County, Wisconsin",-37,871
55053,WI,-465,-274,-53,-394,"Jackson County, Wisconsin",407,872
12007,FL,-294,-245,-86,-201,"Bradford County, Florida",580,874
42115,PA,-1011,-682,-319,-1090,"Susquehanna County, Pennsylvania",-136,875
37011,NC,-232,-1365,1138,-284,"Avery County, North Carolina",643,875
21123,KY,-772,-702,-14,-750,"Larue County, Kentucky",104,876
21077,KY,-690,-675,0,-774,"Gallatin County, Kentucky",186,876
54029,WV,-538,-498,-31,-528,"Hancock County, West Virginia",339,877
54017,WV,-103,-109,0,-69,"Doddridge County, West Virginia",774,877
55057,WI,-886,-499,-349,-886,"Juneau County, Wisconsin",-8,878
42001,PA,-1387,-1099,-240,-1258,"Adams County, Pennsylvania",-508,879
13025,GA,-502,-535,15,-521,"Brantley County, Georgia",377,879
34039,NJ,-3706,-4014,162,-3026,"Union County, New Jersey",-2826,880
37047,NC,-412,-466,6,-462,"Columbus County, North Carolina",469,881
13279,GA,-635,-660,-35,-646,"Toombs County, Georgia",247,882
1115,AL,-384,-421,23,-345,"St. Clair County, Alabama",498,882
23001,ME,-1223,-992,-195,-1174,"Androscoggin County, Maine",-339,884
28111,MS,-1089,-1075,10,-1068,"Perry County, Mississippi",-203,886
55089,WI,-683,-108,-521,-471,"Ozaukee County, Wisconsin",203,886
32027,NV,-533,-520,-54,-513,"Pershing County, Nevada",353,886
40013,OK,-917,-899,-45,-959,"Bryan County, Oklahoma",-30,887
55045,WI,-595,-373,-133,-507,"Green County, Wisconsin",293,888
1055,AL,-834,-810,-49,-729,"Etowah County, Alabama",58,892
42013,PA,-1418,-1098,-353,-1346,"Blair County, Pennsylvania",-525,893
26033,MI,-996,-746,-200,-816,"Chippewa County, Michigan",-101,895
48025,TX,-152,-216,19,-129,"Bee County, Texas",743,895
13223,GA,-1027,-1154,114,-679,"Paulding County, Georgia",-129,898
47131,TN,-1136,-1100,-27,-1259,"Obion County, Tennessee",-238,898
26063,MI,-1123,-364,-716,-1134,"Huron County, Michigan",-225,898
49053,UT,1210,740,380,936,"Washington County, Utah",2108,898
38029,ND,-923,-770,-137,-756,"Emmons County, North Dakota",-24,899
37115,NC,30,-84,146,-7,"Madison County, North Carolina",930,900
20087,KS,-1420,-1354,-44,-1395,"Jefferson County, Kansas",-520,900
17183,IL,-1760,-1569,-156,-1652,"Vermilion County, Illinois",-859,901
23025,ME,-918,-747,31,-1017,"Somerset County, Maine",-16,902
1015,AL,-1096,-1016,-26,-1129,"Calhoun County, Alabama",-193,903
26165,MI,-1155,-639,-488,-1137,"Wexford County, Michigan",-252,903
22111,LA,-1084,-1013,-73,-1077,"Union Parish, Louisiana",-181,903
48059,TX,-800,-768,-52,-818,"Callahan County, Texas",103,903
30029,MT,-332,223,-412,-135,"Flathead County, Montana",573,905
47081,TN,-832,-847,13,-908,"Hickman County, Tennessee",75,907
39145,OH,-1166,-980,-84,-1115,"Scioto County, Ohio",-259,907
21149,KY,-697,-680,-30,-715,"McLean County, Kentucky",214,911
39073,OH,-1317,-1102,-196,-1181,"Hocking County, Ohio",-406,911
20079,KS,-1190,-1127,-9,-1196,"Harvey County, Kansas",-278,912
32510,NV,409,534,-114,369,"Carson City, Nevada",1321,912
6081,CA,-4999,-6083,1044,-4694,"San Mateo County, California",-4085,914
19099,IA,-588,-299,-228,-626,"Jasper County, Iowa",329,917
24029,MD,35,62,-97,12,"Kent County, Maryland",953,918
31043,NE,-761,-732,-37,-722,"Dakota County, Nebraska",157,918
26031,MI,-1215,-453,-676,-1171,"Cheboygan County, Michigan",-296,919
20055,KS,-1641,-1643,28,-1562,"Finney County, Kansas",-720,921
37003,NC,-881,-863,-64,-887,"Alexander County, North Carolina",41,922
42061,PA,-564,-449,-96,-540,"Huntingdon County, Pennsylvania",359,923
5045,AR,-1393,-1325,-68,-1205,"Faulkner County, Arkansas",-469,924
8037,CO,-1726,-1863,126,-1584,"Eagle County, Colorado",-802,924
22119,LA,-1257,-1218,30,-1338,"Webster Parish, Louisiana",-327,930
20133,KS,-887,-904,2,-814,"Neosho County, Kansas",44,931
45051,SC,6860,2814,4008,6885,"Horry County, South Carolina",7792,932
19191,IA,-424,-290,-109,-520,"Winneshiek County, Iowa",508,932
55075,WI,-711,-341,-256,-582,"Marinette County, Wisconsin",221,932
23007,ME,-577,-286,-135,-532,"Franklin County, Maine",357,934
36035,NY,-1578,-1163,-457,-1615,"Fulton County, New York",-644,934
27049,MN,-1040,-533,-521,-1103,"Goodhue County, Minnesota",-106,934
26117,MI,-1400,-516,-763,-1349,"Montcalm County, Michigan",-464,936
39157,OH,-1084,-869,-139,-1140,"Tuscarawas County, Ohio",-147,937
21221,KY,-531,-436,-88,-501,"Trigg County, Kentucky",408,939
8067,CO,-131,-186,58,-154,"La Plata County, Colorado",810,941
27065,MN,-685,-376,-303,-727,"Kanabec County, Minnesota",257,942
22035,LA,-37,-30,0,-28,"East Carroll Parish, Louisiana",913,950
51830,VA,363,508,-155,282,"Williamsburg city, Virginia",1315,952
12123,FL,-68,-110,12,-135,"Taylor County, Florida",884,952
18087,IN,-945,-577,-283,-880,"LaGrange County, Indiana",7,952
28109,MS,-351,-399,-7,-308,"Pearl River County, Mississippi",603,954
21001,KY,-900,-877,9,-843,"Adair County, Kentucky",54,954
48097,TX,-202,-206,-20,-180,"Cooke County, Texas",752,954
32019,NV,-161,13,-205,-62,"Lyon County, Nevada",793,954
21013,KY,-342,-314,-26,-349,"Bell County, Kentucky",613,955
40123,OK,-721,-689,-57,-639,"Pontotoc County, Oklahoma",235,956
29021,MO,-1873,-1747,-77,-1900,"Buchanan County, Missouri",-915,958
37087,NC,288,-262,607,293,"Haywood County, North Carolina",1247,959
51183,VA,-154,-173,0,-180,"Sussex County, Virginia",810,964
17035,IL,-1170,-983,-173,-1164,"Cumberland County, Illinois",-206,964
35045,NM,-1647,-1606,-60,-1604,"San Juan County, New Mexico",-681,966
47035,TN,314,902,-631,233,"Cumberland County, Tennessee",1282,968
21029,KY,-1545,-1395,-168,-1431,"Bullitt County, Kentucky",-577,968
39149,OH,-1174,-896,-214,-1095,"Shelby County, Ohio",-205,969
51141,VA,-162,-199,-24,-190,"Patrick County, Virginia",809,971
37045,NC,-366,-390,-52,-382,"Cleveland County, North Carolina",612,978
17101,IL,-525,-497,1,-538,"Lawrence County, Illinois",456,981
23027,ME,-425,-275,24,-299,"Waldo County, Maine",557,982
42117,PA,-1690,-1348,-118,-1689,"Tioga County, Pennsylvania",-708,982
13143,GA,-1088,-1088,-11,-1039,"Haralson County, Georgia",-103,985
21031,KY,-1059,-997,-36,-979,"Butler County, Kentucky",-72,987
21107,KY,-1251,-1213,-63,-1262,"Hopkins County, Kentucky",-262,989
55125,WI,-809,-373,-420,-638,"Vilas County, Wisconsin",182,991
18145,IN,-1114,-731,-479,-956,"Shelby County, Indiana",-122,992
17055,IL,-647,-578,-38,-776,"Franklin County, Illinois",346,993
21103,KY,-566,-413,-107,-550,"Henry County, Kentucky",428,994
23009,ME,-1225,-693,-358,-1000,"Hancock County, Maine",-230,995
55107,WI,-896,-495,-395,-932,"Rusk County, Wisconsin",99,995
31035,NE,-949,-844,-65,-877,"Clay County, Nebraska",46,995
34009,NJ,-561,-996,444,-196,"Cape May County, New Jersey",435,996
16039,ID,-511,-402,-122,-584,"Elmore County, Idaho",485,996
27027,MN,-1568,-1160,-359,-1437,"Clay County, Minnesota",-571,997
5053,AR,-977,-930,-69,-986,"Grant County, Arkansas",20,997
27127,MN,-1338,-1016,-218,-1355,"Redwood County, Minnesota",-340,998
30093,MT,-624,-478,-141,-502,"Silver Bow County, Montana",375,999
20027,KS,-388,-356,0,-357,"Clay County, Kansas",611,999
17033,IL,-451,-324,-35,-369,"Crawford County, Illinois",549,1000
41029,OR,-65,112,-137,-73,"Jackson County, Oregon",937,1002
29215,MO,-990,-898,2,-903,"Texas County, Missouri",14,1004
27093,MN,-958,-439,-466,-1089,"Meeker County, Minnesota",47,1005
17105,IL,-1586,-1460,-54,-1525,"Livingston County, Illinois",-581,1005
31121,NE,-1320,-1246,9,-1287,"Merrick County, Nebraska",-315,1005
4007,AZ,-1097,-1057,-52,-921,"Gila County, Arizona",-90,1007
31167,NE,-1224,-1116,-85,-1196,"Stanton County, Nebraska",-216,1008
48131,TX,-566,-578,0,-611,"Duval County, Texas",443,1009
8087,CO,34,16,23,110,"Morgan County, Colorado",1045,1011
55115,WI,-961,-543,-405,-870,"Shawano County, Wisconsin",51,1012
48469,TX,-1919,-1987,49,-1645,"Victoria County, Texas",-907,1012
48065,TX,-548,-519,0,-519,"Carson County, Texas",465,1013
1037,AL,-818,-764,-42,-785,"Coosa County, Alabama",197,1015
55101,WI,-1650,-1028,-724,-1579,"Racine County, Wisconsin",-635,1015
28113,MS,-724,-724,-18,-772,"Pike County, Mississippi",292,1016
39117,OH,-1291,-861,-429,-1306,"Morrow County, Ohio",-272,1019
21063,KY,-562,-519,-25,-553,"Elliott County, Kentucky",458,1020
30067,MT,-1459,-1376,-117,-1357,"Park County, Montana",-435,1024
13275,GA,-637,-649,-12,-681,"Thomas County, Georgia",391,1028
21137,KY,-843,-743,-76,-798,"Lincoln County, Kentucky",186,1029
39171,OH,-844,-569,-258,-805,"Williams County, Ohio",185,1029
54009,WV,-558,-491,-35,-557,"Brooke County, West Virginia",473,1031
51678,VA,-166,-94,-96,-153,"Lexington city, Virginia",869,1035
47031,TN,50,116,-80,28,"Coffee County, Tennessee",1085,1035
13205,GA,-967,-938,-87,-860,"Mitchell County, Georgia",69,1036
48073,TX,-295,-230,-74,-319,"Cherokee County, Texas",743,1038
55119,WI,-869,-674,-54,-759,"Taylor County, Wisconsin",172,1041
33019,NH,-1206,-962,-238,-1337,"Sullivan County, New Hampshire",-164,1042
37071,NC,939,844,14,711,"Gaston County, North Carolina",1982,1043
32007,NV,-1006,-957,-42,-809,"Elko County, Nevada",37,1043
26129,MI,-984,63,-983,-936,"Ogemaw County, Michigan",61,1045
21225,KY,-329,-302,0,-373,"Union County, Kentucky",718,1047
31159,NE,-696,-577,-38,-598,"Seward County, Nebraska",352,1048
55001,WI,-779,-122,-672,-723,"Adams County, Wisconsin",270,1049
26101,MI,-777,-239,-494,-787,"Manistee County, Michigan",274,1051
21081,KY,-960,-908,-17,-1000,"Grant County, Kentucky",92,1052
19125,IA,-797,-575,-126,-863,"Marion County, Iowa",256,1053
19161,IA,-1074,-812,-103,-1023,"Sac County, Iowa",-20,1054
47015,TN,-600,-535,-57,-613,"Cannon County, Tennessee",455,1055
17189,IL,-979,-917,-67,-728,"Washington County, Illinois",78,1057
31141,NE,-864,-773,-56,-584,"Platte County, Nebraska",193,1057
19197,IA,-760,-568,-132,-653,"Wright County, Iowa",298,1058
38093,ND,-577,-470,-105,-613,"Stutsman County, North Dakota",481,1058
39069,OH,-1082,-702,-300,-1076,"Henry County, Ohio",-23,1059
26137,MI,-926,-343,-609,-941,"Otsego County, Michigan",133,1059
4017,AZ,764,-625,1378,601,"Navajo County, Arizona",1823,1059
54039,WV,-1904,-1753,-93,-1906,"Kanawha County, West Virginia",-843,1061
48169,TX,-315,-321,0,-322,"Garza County, Texas",747,1062
26067,MI,-1743,-1088,-592,-1532,"Ionia County, Michigan",-680,1063
29133,MO,-1228,-1208,3,-1154,"Mississippi County, Missouri",-162,1066
28163,MS,-67,-98,0,-114,"Yazoo County, Mississippi",1001,1068
5027,AR,-516,-515,0,-413,"Columbia County, Arkansas",552,1068
6107,CA,-3393,-3513,51,-3109,"Tulare County, California",-2325,1068
56001,WY,-1845,-1700,-206,-1789,"Albany County, Wyoming",-774,1071
48331,TX,-728,-726,-11,-618,"Milam County, Texas",344,1072
51081,VA,-154,-147,0,-104,"Greensville County, Virginia",919,1073
46057,SD,-1090,-769,-202,-845,"Hamlin County, South Dakota",-17,1073
31139,NE,-1383,-1213,-85,-1216,"Pierce County, Nebraska",-310,1073
47055,TN,-971,-940,-21,-886,"Giles County, Tennessee",104,1075
42113,PA,-731,-692,-13,-813,"Sullivan County, Pennsylvania",345,1076
5057,AR,-957,-906,-11,-945,"Hempstead County, Arkansas",120,1077
12101,FL,9048,1453,7482,9014,"Pasco County, Florida",10126,1078
22087,LA,-198,-212,0,-168,"St. Bernard Parish, Louisiana",883,1081
17093,IL,-3132,-2596,-544,-2738,"Kendall County, Illinois",-2050,1082
