GEOID1,STATE,NET_COUNTY,NET_PERM,NET_TEMP,NET_RESIDENTIAL,FULL1_NAME,net,difference
27081,MN,-322,-237,-91,-357,"Lincoln County, Minnesota",73,395
40015,OK,-281,-237,0,-295,"Caddo County, Oklahoma",114,395
8065,CO,-101,-117,-6,-100,"Lake County, Colorado",296,397
47013,TN,-307,-267,-20,-274,"Campbell County, Tennessee",91,398
20153,KS,-255,-283,0,-233,"Rawlins County, Kansas",143,398
56029,WY,-431,-588,83,-389,"Park County, Wyoming",-33,398
28143,MS,-422,-403,0,-455,"Tunica County, Mississippi",-23,399
46121,SD,-371,-385,0,-450,"Todd County, South Dakota",28,399
13055,GA,-978,-965,-25,-861,"Chattooga County, Georgia",-578,400
26053,MI,-496,-372,-152,-552,"Gogebic County, Michigan",-96,400
51045,VA,-271,-246,-26,-216,"Craig County, Virginia",130,401
13149,GA,125,131,11,193,"Heard County, Georgia",526,401
48463,TX,-560,-532,0,-542,"Uvalde County, Texas",-159,401
47091,TN,-25,-24,14,-42,"Johnson County, Tennessee",377,402
28039,MS,-183,-167,-57,-170,"George County, Mississippi",219,402
51119,VA,80,156,-27,86,"Middlesex County, Virginia",483,403
21179,KY,-939,-857,-2,-928,"Nelson County, Kentucky",-536,403
24019,MD,-639,-650,13,-571,"Dorchester County, Maryland",-235,404
29131,MO,-405,-114,-284,-182,"Miller County, Missouri",-1,404
29205,MO,-153,-120,0,-86,"Shelby County, Missouri",252,405
13081,GA,-45,-69,-9,-53,"Crisp County, Georgia",361,406
28103,MS,-712,-670,-44,-683,"Noxubee County, Mississippi",-306,406
29039,MO,-527,-473,-24,-482,"Cedar County, Missouri",-121,406
51620,VA,-135,-120,-23,-118,"Franklin city, Virginia",272,407
13019,GA,-486,-439,-47,-477,"Berrien County, Georgia",-79,407
48057,TX,-182,-224,17,-148,"Calhoun County, Texas",225,407
19081,IA,-529,-382,-174,-535,"Hancock County, Iowa",-120,409
46009,SD,3,42,0,78,"Bon Homme County, South Dakota",412,409
13011,GA,-694,-668,0,-422,"Banks County, Georgia",-282,412
20189,KS,-184,-181,0,-195,"Stevens County, Kansas",229,413
51143,VA,-1107,-1082,18,-1138,"Pittsylvania County, Virginia",-693,414
1043,AL,-240,-192,-10,-227,"Cullman County, Alabama",174,414
29035,MO,-540,-520,-7,-493,"Carter County, Missouri",-126,414
1099,AL,-273,-282,12,-281,"Monroe County, Alabama",143,416
18045,IN,-752,-614,-66,-680,"Fountain County, Indiana",-335,417
40075,OK,-392,-392,0,-306,"Kiowa County, Oklahoma",27,419
19003,IA,-611,-563,-36,-614,"Adams County, Iowa",-191,420
29143,MO,-1425,-1371,3,-1389,"New Madrid County, Missouri",-1005,420
22121,LA,-109,-129,-12,-135,"West Baton Rouge Parish, Louisiana",311,420
48071,TX,-281,-313,61,-211,"Chambers County, Texas",139,420
47071,TN,-671,-606,0,-633,"Hardin County, Tennessee",-250,421
37131,NC,-63,-73,11,-152,"Northampton County, North Carolina",359,422
38005,ND,-580,-480,-108,-509,"Benson County, North Dakota",-157,423
16017,ID,155,580,-266,173,"Bonner County, Idaho",579,424
30099,MT,-249,-210,-15,-128,"Teton County, Montana",176,425
55067,WI,-573,-297,-175,-468,"Langlade County, Wisconsin",-147,426
8071,CO,-121,-153,-12,-183,"Las Animas County, Colorado",305,426
16059,ID,-5,93,-85,64,"Lemhi County, Idaho",422,427
29055,MO,-828,-788,13,-778,"Crawford County, Missouri",-398,430
26003,MI,-274,-103,-148,-293,"Alger County, Michigan",157,431
51127,VA,617,591,-10,772,"New Kent County, Virginia",1050,433
27085,MN,-922,-530,-286,-935,"McLeod County, Minnesota",-489,433
22013,LA,-585,-572,30,-498,"Bienville Parish, Louisiana",-152,433
42057,PA,-309,-251,0,-201,"Fulton County, Pennsylvania",126,435
54077,WV,-452,-350,-2,-383,"Preston County, West Virginia",-17,435
13295,GA,-177,-140,-74,-20,"Walker County, Georgia",258,435
56037,WY,-590,-446,-91,-535,"Sweetwater County, Wyoming",-155,435
4015,AZ,5289,1348,3948,5105,"Mohave County, Arizona",5724,435
17163,IL,-3790,-3593,-246,-3679,"St. Clair County, Illinois",-3354,436
55023,WI,-436,-303,-71,-384,"Crawford County, Wisconsin",3,439
19019,IA,-636,-382,-142,-550,"Buchanan County, Iowa",-195,441
48417,TX,-502,-522,-18,-506,"Shackelford County, Texas",-60,442
53049,WA,76,323,-172,90,"Pacific County, Washington",518,442
19097,IA,-227,-130,-142,-169,"Jackson County, Iowa",216,443
17087,IL,-146,-74,-11,-194,"Johnson County, Illinois",297,443
35057,NM,-55,-17,1,-86,"Torrance County, New Mexico",388,443
19093,IA,-425,-255,-22,-299,"Ida County, Iowa",19,444
48133,TX,-325,-273,0,-376,"Eastland County, Texas",119,444
8007,CO,81,-99,187,140,"Archuleta County, Colorado",525,444
31037,NE,-639,-570,-56,-641,"Colfax County, Nebraska",-194,445
21097,KY,-363,-310,-80,-328,"Harrison County, Kentucky",83,446
31127,NE,-110,-108,0,-91,"Nemaha County, Nebraska",336,446
45017,SC,-214,-199,-20,-195,"Calhoun County, South Carolina",234,448
18155,IN,-623,-576,-61,-663,"Switzerland County, Indiana",-175,448
29057,MO,-375,-333,-24,-349,"Dade County, Missouri",73,448
37117,NC,-231,-209,13,-195,"Martin County, North Carolina",218,449
46127,SD,-94,41,-92,-57,"Union County, South Dakota",356,450
51147,VA,-143,-192,23,-322,"Prince Edward County, Virginia",308,451
29221,MO,-475,-467,-47,-540,"Washington County, Missouri",-24,451
53051,WA,-85,101,-215,-135,"Pend Oreille County, Washington",366,451
47023,TN,-133,-91,-11,-202,"Chester County, Tennessee",319,452
19189,IA,-488,-351,-119,-474,"Winnebago County, Iowa",-36,452
30095,MT,-423,-290,-58,-240,"Stillwater County, Montana",29,452
48317,TX,-596,-645,47,-477,"Martin County, Texas",-144,452
24037,MD,-57,-88,-27,-189,"St. Mary's County, Maryland",396,453
21147,KY,-432,-399,0,-470,"McCreary County, Kentucky",21,453
51025,VA,-351,-274,-14,-428,"Brunswick County, Virginia",104,455
47101,TN,-331,-325,11,-314,"Lewis County, Tennessee",124,455
38065,ND,-395,-249,-119,-379,"Oliver County, North Dakota",60,455
18143,IN,-541,-461,-25,-505,"Scott County, Indiana",-85,456
30021,MT,-130,-128,13,-103,"Dawson County, Montana",326,456
46099,SD,-4128,-4076,-62,-3994,"Minnehaha County, South Dakota",-3671,457
27159,MN,-550,-277,-220,-500,"Wadena County, Minnesota",-92,458
19165,IA,-505,-426,-29,-354,"Shelby County, Iowa",-45,460
29071,MO,-1335,-1254,-18,-1260,"Franklin County, Missouri",-875,460
31155,NE,-261,-154,-52,-201,"Saunders County, Nebraska",199,460
54097,WV,-68,-17,-47,-67,"Upshur County, West Virginia",393,461
13193,GA,-311,-341,20,-352,"Macon County, Georgia",150,461
37083,NC,-669,-585,-40,-643,"Halifax County, North Carolina",-207,462
48465,TX,-508,-510,-42,-498,"Val Verde County, Texas",-46,462
47175,TN,-219,-180,-99,-241,"Van Buren County, Tennessee",244,463
22057,LA,-1062,-1031,6,-1079,"Lafourche Parish, Louisiana",-599,463
16011,ID,-1398,-1130,-211,-1296,"Bingham County, Idaho",-935,463
36095,NY,-589,-186,-295,-344,"Schoharie County, New York",-125,464
26151,MI,-980,-398,-554,-939,"Sanilac County, Michigan",-514,466
47167,TN,77,109,-69,57,"Tipton County, Tennessee",544,467
36009,NY,-1769,-1400,-295,-1890,"Cattaraugus County, New York",-1301,468
38003,ND,-369,-322,-50,-345,"Barnes County, North Dakota",99,468
23005,ME,-2092,-2188,251,-1768,"Cumberland County, Maine",-1623,469
26119,MI,-292,72,-329,-341,"Montmorency County, Michigan",177,469
29083,MO,-495,-415,-60,-533,"Henry County, Missouri",-26,469
2220,AK,-331,-305,-40,-288,"Sitka City and Borough, Alaska",138,469
1061,AL,-773,-854,51,-854,"Geneva County, Alabama",-303,470
5075,AR,-207,-138,0,-45,"Lawrence County, Arkansas",263,470
55065,WI,-700,-512,-92,-633,"Lafayette County, Wisconsin",-227,473
1093,AL,-241,-228,0,-237,"Marion County, Alabama",233,474
39161,OH,-586,-446,-109,-523,"Van Wert County, Ohio",-112,474
31161,NE,-618,-616,-14,-648,"Sheridan County, Nebraska",-144,474
27015,MN,-738,-542,-219,-785,"Brown County, Minnesota",-261,477
29033,MO,-235,-194,-11,-245,"Carroll County, Missouri",242,477
51083,VA,-455,-424,24,-339,"Halifax County, Virginia",23,478
13053,GA,-297,-226,-46,-286,"Chattahoochee County, Georgia",181,478
21207,KY,-605,-550,-72,-606,"Russell County, Kentucky",-127,478
26097,MI,-424,-188,-190,-197,"Mackinac County, Michigan",54,478
30061,MT,-136,41,-50,-90,"Mineral County, Montana",342,478
27099,MN,-577,-286,-197,-427,"Mower County, Minnesota",-98,479
29177,MO,-402,-314,-27,-335,"Ray County, Missouri",78,480
36015,NY,-2210,-1608,-631,-1939,"Chemung County, New York",-1729,481
26011,MI,-807,-266,-426,-896,"Arenac County, Michigan",-326,481
41049,OR,-232,-236,24,-271,"Morrow County, Oregon",250,482
42083,PA,-908,-629,-122,-695,"McKean County, Pennsylvania",-425,483
45001,SC,-384,-310,-97,-275,"Abbeville County, South Carolina",100,484
56021,WY,-1516,-1360,-173,-1442,"Laramie County, Wyoming",-1032,484
37155,NC,-1506,-1480,-17,-1464,"Robeson County, North Carolina",-1021,485
54099,WV,-1255,-1163,-77,-1117,"Wayne County, West Virginia",-767,488
19073,IA,-478,-355,-20,-371,"Greene County, Iowa",11,489
51159,VA,58,161,-63,-43,"Richmond County, Virginia",548,490
30035,MT,-133,-140,15,-155,"Glacier County, Montana",357,490
29195,MO,-279,-283,17,-234,"Saline County, Missouri",212,491
22107,LA,-618,-621,13,-547,"Tensas Parish, Louisiana",-127,491
6043,CA,-466,-314,-16,-409,"Mariposa County, California",25,491
72005,PR,236,207,11,256,"Aguadilla Municipio, Puerto Rico",728,492
8099,CO,-336,-286,-11,-298,"Prowers County, Colorado",156,492
36113,NY,-1190,-555,-582,-857,"Warren County, New York",-694,496
13231,GA,-14,-20,14,16,"Pike County, Georgia",482,496
19175,IA,-614,-501,-47,-572,"Union County, Iowa",-115,499
26135,MI,-481,-105,-303,-518,"Oscoda County, Michigan",19,500
2240,AK,-216,-162,-39,-255,"Southeast Fairbanks Census Area, Alaska",285,501
54107,WV,-822,-756,-70,-818,"Wood County, West Virginia",-319,503
55069,WI,-258,66,-278,-209,"Lincoln County, Wisconsin",245,503
36121,NY,-555,-231,-270,-500,"Wyoming County, New York",-51,504
30083,MT,-459,-490,-42,-324,"Richland County, Montana",46,505
12047,FL,59,22,30,86,"Hamilton County, Florida",565,506
28023,MS,-575,-520,-44,-598,"Clarke County, Mississippi",-69,506
55013,WI,-718,-195,-552,-736,"Burnett County, Wisconsin",-212,506
31151,NE,-553,-480,0,-589,"Saline County, Nebraska",-47,506
45053,SC,688,794,-163,574,"Jasper County, South Carolina",1196,508
20193,KS,-248,-268,0,-271,"Thomas County, Kansas",260,508
55095,WI,-488,136,-647,-635,"Polk County, Wisconsin",21,509
56015,WY,-525,-504,-12,-386,"Goshen County, Wyoming",-16,509
51133,VA,-149,-10,-71,-241,"Northumberland County, Virginia",361,510
27117,MN,-412,-292,-138,-342,"Pipestone County, Minnesota",98,510
39021,OH,-714,-397,-300,-682,"Champaign County, Ohio",-203,511
28101,MS,-51,-29,11,-81,"Newton County, Mississippi",462,513
55005,WI,-1148,-642,-459,-1202,"Barron County, Wisconsin",-635,513
29067,MO,-376,-355,-15,-358,"Douglas County, Missouri",137,513
21047,KY,-821,-789,-40,-968,"Christian County, Kentucky",-307,514
19049,IA,1391,1804,-292,1570,"Dallas County, Iowa",1905,514
31027,NE,-258,-214,0,-206,"Cedar County, Nebraska",257,515
48019,TX,613,504,180,674,"Bandera County, Texas",1129,516
48163,TX,-72,-73,0,-73,"Frio County, Texas",444,516
13083,GA,56,89,0,138,"Dade County, Georgia",573,517
46019,SD,-595,-457,-100,-530,"Butte County, South Dakota",-77,518
17145,IL,-650,-560,-12,-575,"Perry County, Illinois",-132,518
5089,AR,-364,-186,-145,-287,"Marion County, Arkansas",154,518
22011,LA,-13,-37,-5,-143,"Beauregard Parish, Louisiana",506,519
46029,SD,-835,-677,-171,-807,"Codington County, South Dakota",-315,520
21169,KY,-382,-329,-45,-336,"Metcalfe County, Kentucky",139,521
4011,AZ,-156,-156,0,-281,"Greenlee County, Arizona",366,522
29149,MO,-144,-120,0,-129,"Oregon County, Missouri",379,523
39015,OH,-1322,-1176,-142,-1397,"Brown County, Ohio",-798,524
29111,MO,-207,-153,-23,-217,"Lewis County, Missouri",317,524
5043,AR,-547,-506,-11,-467,"Drew County, Arkansas",-22,525
55099,WI,-338,-129,-130,-358,"Price County, Wisconsin",189,527
42005,PA,-1288,-866,-207,-1146,"Armstrong County, Pennsylvania",-758,530
19119,IA,-629,-433,-74,-611,"Lyon County, Iowa",-98,531
54103,WV,-335,-375,-27,-259,"Wetzel County, West Virginia",198,533
21033,KY,-609,-511,-72,-609,"Caldwell County, Kentucky",-75,534
17175,IL,-634,-507,-118,-660,"Stark County, Illinois",-100,534
40149,OK,-1083,-1122,1,-1092,"Washita County, Oklahoma",-549,534
13221,GA,-442,-435,0,-362,"Oglethorpe County, Georgia",94,536
21053,KY,-525,-508,-22,-507,"Clinton County, Kentucky",11,536
13233,GA,-606,-598,-14,-532,"Polk County, Georgia",-69,537
41057,OR,-248,-176,-22,-223,"Tillamook County, Oregon",289,537
5077,AR,-373,-360,14,-380,"Lee County, Arkansas",165,538
8019,CO,-93,60,-144,-97,"Clear Creek County, Colorado",445,538
55103,WI,-403,-316,-24,-370,"Richland County, Wisconsin",136,539
31131,NE,-408,-338,0,-312,"Otoe County, Nebraska",131,539
48207,TX,-127,-115,0,-77,"Haskell County, Texas",413,540
36017,NY,-840,-395,-352,-825,"Chenango County, New York",-299,541
38069,ND,-190,-144,-60,-162,"Pierce County, North Dakota",353,543
8089,CO,-650,-643,6,-672,"Otero County, Colorado",-106,544
26069,MI,-1034,-137,-650,-946,"Iosco County, Michigan",-489,545
40003,OK,-474,-457,-11,-490,"Alfalfa County, Oklahoma",72,546
48069,TX,-553,-542,-11,-554,"Castro County, Texas",-6,547
18123,IN,-265,-157,-13,-175,"Perry County, Indiana",283,548
48437,TX,-41,-30,0,-103,"Swisher County, Texas",507,548
16021,ID,-79,36,-129,-145,"Boundary County, Idaho",469,548
25001,MA,-2131,-385,-1901,-2142,"Barnstable County, Massachusetts",-1582,549
19069,IA,-605,-502,-72,-471,"Franklin County, Iowa",-56,549
56031,WY,-268,-223,-2,-159,"Platte County, Wyoming",281,549
40129,OK,-425,-426,0,-375,"Roger Mills County, Oklahoma",125,550
48053,TX,507,621,-120,373,"Burnet County, Texas",1058,551
37023,NC,-164,-402,171,-59,"Burke County, North Carolina",388,552
29105,MO,-174,-83,-100,-299,"Laclede County, Missouri",379,553
48247,TX,-531,-545,1,-517,"Jim Hogg County, Texas",22,553
54007,WV,-109,-110,0,-78,"Braxton County, West Virginia",445,554
19089,IA,-292,-175,-62,-331,"Howard County, Iowa",263,555
48135,TX,-1265,-1472,96,-1053,"Ector County, Texas",-710,555
28147,MS,-471,-430,-18,-521,"Walthall County, Mississippi",85,556
6105,CA,-349,-301,0,-288,"Trinity County, California",207,556
53023,WA,-423,-388,-38,-475,"Garfield County, Washington",133,556
55113,WI,-327,8,-322,-354,"Sawyer County, Wisconsin",230,557
48035,TX,-401,-416,-8,-522,"Bosque County, Texas",156,557
21119,KY,-132,-121,0,-62,"Knott County, Kentucky",426,558
8011,CO,-582,-582,-1,-550,"Bent County, Colorado",-24,558
18117,IN,-360,-248,-2,-405,"Orange County, Indiana",199,559
22079,LA,-779,-785,-69,-1111,"Rapides Parish, Louisiana",-220,559
37113,NC,70,-456,547,-27,"Macon County, North Carolina",630,560
28075,MS,-620,-567,-44,-778,"Lauderdale County, Mississippi",-60,560
54055,WV,-620,-564,-102,-547,"Mercer County, West Virginia",-59,561
47083,TN,-403,-374,11,-368,"Houston County, Tennessee",161,564
22065,LA,-295,-297,13,-280,"Madison Parish, Louisiana",269,564
21191,KY,-900,-835,-17,-1004,"Pendleton County, Kentucky",-334,566
22127,LA,-645,-607,-15,-672,"Winn Parish, Louisiana",-79,566
16015,ID,-325,-171,-124,-86,"Boise County, Idaho",241,566
39019,OH,-911,-658,-188,-1002,"Carroll County, Ohio",-344,567
5061,AR,-661,-652,-11,-619,"Howard County, Arkansas",-94,567
42093,PA,-960,-718,-241,-931,"Montour County, Pennsylvania",-392,568
51775,VA,-287,-300,30,-232,"Salem city, Virginia",283,570
40135,OK,-596,-556,8,-669,"Sequoyah County, Oklahoma",-24,572
34007,NJ,-2204,-2204,1,-2072,"Camden County, New Jersey",-1631,573
27071,MN,-543,-432,-7,-433,"Koochiching County, Minnesota",30,573
22031,LA,-99,-80,0,-40,"De Soto Parish, Louisiana",475,574
20029,KS,-307,-243,11,-285,"Cloud County, Kansas",268,575
39053,OH,-595,-505,-82,-694,"Gallia County, Ohio",-19,576
5117,AR,-709,-721,0,-690,"Prairie County, Arkansas",-133,576
5033,AR,-614,-548,-50,-674,"Crawford County, Arkansas",-38,576
27143,MN,-739,-490,-191,-700,"Sibley County, Minnesota",-162,577
20151,KS,-316,-279,-11,-283,"Pratt County, Kansas",262,578
13189,GA,-28,-24,-1,74,"McDuffie County, Georgia",551,579
55077,WI,-715,-340,-398,-663,"Marquette County, Wisconsin",-136,579
30023,MT,-537,-403,-140,-473,"Deer Lodge County, Montana",42,579
17005,IL,-548,-411,-65,-415,"Bond County, Illinois",31,579
29135,MO,-221,-162,-19,-71,"Moniteau County, Missouri",358,579
33007,NH,-572,-355,-135,-420,"Coos County, New Hampshire",8,580
31101,NE,-293,-161,-23,-209,"Keith County, Nebraska",290,583
42103,PA,-1247,-239,-890,-1138,"Pike County, Pennsylvania",-662,585
31063,NE,-462,-344,-42,-270,"Frontier County, Nebraska",123,585
8121,CO,-165,-159,0,-175,"Washington County, Colorado",420,585
26041,MI,-683,-210,-489,-614,"Delta County, Michigan",-96,587
21043,KY,-772,-682,-23,-723,"Carter County, Kentucky",-184,588
8021,CO,-549,-560,26,-565,"Conejos County, Colorado",40,589
13303,GA,-42,-71,0,105,"Washington County, Georgia",548,590
48475,TX,-236,-286,38,-206,"Ward County, Texas",354,590
29157,MO,-421,-415,-12,-468,"Perry County, Missouri",170,591
39109,OH,-593,-288,-300,-536,"Miami County, Ohio",-1,592
48217,TX,144,224,-41,111,"Hill County, Texas",739,595
39137,OH,-920,-645,-166,-892,"Putnam County, Ohio",-324,596
13091,GA,-266,-242,-8,-336,"Dodge County, Georgia",331,597
21143,KY,-586,-472,-91,-607,"Lyon County, Kentucky",11,597
48137,TX,-574,-541,-42,-563,"Edwards County, Texas",24,598
41015,OR,-5,-51,79,25,"Curry County, Oregon",593,598
42067,PA,-491,-410,0,-436,"Juniata County, Pennsylvania",108,599
48001,TX,-71,17,-49,3,"Anderson County, Texas",528,599
31095,NE,-638,-596,-37,-628,"Jefferson County, Nebraska",-38,600
1083,AL,1719,1683,8,1605,"Limestone County, Alabama",2320,601
27119,MN,-1163,-878,-254,-1103,"Polk County, Minnesota",-562,601
54069,WV,-172,-150,14,-189,"Ohio County, West Virginia",430,602
39075,OH,-876,-698,-113,-751,"Holmes County, Ohio",-274,602
38077,ND,-470,-299,-74,-294,"Richland County, North Dakota",135,605
48335,TX,44,56,0,45,"Mitchell County, Texas",649,605
51021,VA,-108,-130,7,-109,"Bland County, Virginia",498,606
37123,NC,30,4,0,14,"Montgomery County, North Carolina",636,606
19137,IA,-341,-259,-54,-307,"Montgomery County, Iowa",267,608
21219,KY,-690,-650,-56,-597,"Todd County, Kentucky",-80,610
13069,GA,-761,-769,26,-781,"Coffee County, Georgia",-149,612
28025,MS,-724,-675,-47,-774,"Clay County, Mississippi",-112,612
27047,MN,-846,-400,-336,-817,"Freeborn County, Minnesota",-234,612
37097,NC,1460,1277,125,1361,"Iredell County, North Carolina",2073,613
47177,TN,-513,-477,-57,-511,"Warren County, Tennessee",100,613
31051,NE,-816,-763,-55,-764,"Dixon County, Nebraska",-203,613
16069,ID,-849,-739,-52,-926,"Nez Perce County, Idaho",-236,613
19079,IA,-909,-638,-236,-699,"Hamilton County, Iowa",-295,614
48477,TX,45,8,15,-79,"Washington County, Texas",659,614
48297,TX,-73,-67,19,-21,"Live Oak County, Texas",541,614
5047,AR,-190,-157,0,-220,"Franklin County, Arkansas",425,615
26057,MI,-1142,-530,-507,-1140,"Gratiot County, Michigan",-526,616
40133,OK,-373,-286,-33,-383,"Seminole County, Oklahoma",244,617
13261,GA,-475,-486,-1,-434,"Sumter County, Georgia",143,618
21087,KY,-693,-650,-1,-611,"Green County, Kentucky",-75,618
6009,CA,-321,-199,-73,-295,"Calaveras County, California",297,618
51580,VA,-272,-244,-26,-259,"Covington city, Virginia",347,619
37197,NC,-368,-415,0,-440,"Yadkin County, North Carolina",251,619
18149,IN,-978,-757,-214,-904,"Starke County, Indiana",-359,619
27017,MN,-489,-99,-342,-402,"Carlton County, Minnesota",130,619
13177,GA,-520,-508,-41,-477,"Lee County, Georgia",100,620
55049,WI,-741,-450,-114,-648,"Iowa County, Wisconsin",-121,620
20031,KS,-388,-349,0,-308,"Coffey County, Kansas",232,620
27033,MN,-657,-443,-74,-623,"Cottonwood County, Minnesota",-36,621
18073,IN,-701,-574,-127,-589,"Jasper County, Indiana",-78,623
20185,KS,-847,-819,3,-875,"Stafford County, Kansas",-224,623
51033,VA,371,359,-19,331,"Caroline County, Virginia",996,625
17021,IL,-1016,-866,-136,-955,"Christian County, Illinois",-391,625
12013,FL,-152,-115,-12,-165,"Calhoun County, Florida",476,628
42123,PA,-1100,-727,-290,-1061,"Warren County, Pennsylvania",-471,629
26059,MI,-876,-495,-391,-1036,"Hillsdale County, Michigan",-246,630
27141,MN,-545,-182,-374,-600,"Sherburne County, Minnesota",85,630
39105,OH,-469,-432,0,-502,"Meigs County, Ohio",162,631
16049,ID,-123,62,-104,-123,"Idaho County, Idaho",508,631
48063,TX,-251,-260,28,-212,"Camp County, Texas",381,632
17169,IL,-451,-382,1,-392,"Schuyler County, Illinois",182,633
31067,NE,-603,-565,-37,-540,"Gage County, Nebraska",30,633
48281,TX,-1195,-1176,-20,-1227,"Lampasas County, Texas",-562,633
48009,TX,-834,-918,45,-942,"Archer County, Texas",-200,634
53003,WA,-392,-347,-38,-412,"Asotin County, Washington",243,635
47105,TN,908,1194,-266,950,"Loudon County, Tennessee",1544,636
20167,KS,-372,-338,0,-362,"Russell County, Kansas",264,636
54089,WV,92,89,11,53,"Summers County, West Virginia",730,638
38071,ND,-340,-281,-59,-327,"Ramsey County, North Dakota",298,638
48179,TX,-458,-446,-13,-423,"Gray County, Texas",182,640
72063,PR,134,126,0,99,"Gurabo Municipio, Puerto Rico",776,642
5013,AR,-662,-661,0,-647,"Calhoun County, Arkansas",-20,642
13037,GA,-240,-260,-12,-228,"Calhoun County, Georgia",404,644
39121,OH,-431,-415,-27,-373,"Noble County, Ohio",214,645
19047,IA,-568,-342,-48,-196,"Crawford County, Iowa",77,645
19101,IA,-1021,-848,-118,-692,"Jefferson County, Iowa",-376,645
20145,KS,-340,-344,0,-323,"Pawnee County, Kansas",306,646
8105,CO,-595,-697,107,-542,"Rio Grande County, Colorado",51,646
13023,GA,-255,-244,15,-281,"Bleckley County, Georgia",392,647
12087,FL,-276,-2980,2705,-294,"Monroe County, Florida",371,647
31143,NE,-691,-578,-56,-622,"Polk County, Nebraska",-44,647
5105,AR,-1003,-974,-20,-886,"Perry County, Arkansas",-356,647
42097,PA,-1105,-852,-204,-972,"Northumberland County, Pennsylvania",-457,648
29023,MO,-611,-596,-7,-466,"Butler County, Missouri",37,648
26125,MI,-10734,-5965,-5175,-10023,"Oakland County, Michigan",-10084,650
29063,MO,-92,-48,-26,-161,"DeKalb County, Missouri",562,654
22025,LA,-189,-182,0,-283,"Catahoula Parish, Louisiana",465,654
39011,OH,-833,-430,-330,-658,"Auglaize County, Ohio",-177,656
29163,MO,-574,-598,-12,-546,"Pike County, Missouri",83,657
29209,MO,-435,-187,-218,-341,"Stone County, Missouri",222,657
48231,TX,1190,1197,-6,1098,"Hunt County, Texas",1850,660
29186,MO,48,74,-26,-19,"Ste. Genevieve County, Missouri",709,661
48003,TX,-379,-385,16,-323,"Andrews County, Texas",282,661
41065,OR,-442,-295,-61,-451,"Wasco County, Oregon",220,662
37137,NC,-933,-791,-145,-937,"Pamlico County, North Carolina",-269,664
48365,TX,-585,-581,-11,-636,"Panola County, Texas",80,665
42131,PA,-626,-485,-170,-725,"Wyoming County, Pennsylvania",40,666
26047,MI,-821,-193,-593,-736,"Emmet County, Michigan",-155,666
27087,MN,-573,-455,-75,-539,"Mahnomen County, Minnesota",93,666
29117,MO,-519,-429,-50,-429,"Livingston County, Missouri",152,671
5109,AR,-716,-701,-11,-715,"Pike County, Arkansas",-42,674
41035,OR,225,475,-238,256,"Klamath County, Oregon",899,674
19063,IA,-380,-284,-41,-254,"Emmet County, Iowa",295,675
16081,ID,-24,34,-13,-24,"Teton County, Idaho",651,675
39029,OH,-2012,-1597,-450,-1893,"Columbiana County, Ohio",-1336,676
48285,TX,-137,-149,0,-68,"Lavaca County, Texas",541,678
22021,LA,-124,-101,0,-210,"Caldwell Parish, Louisiana",555,679
42055,PA,-1697,-1378,-327,-1610,"Franklin County, Pennsylvania",-1017,680
48467,TX,177,199,14,311,"Van Zandt County, Texas",858,681
51165,VA,-1173,-1127,-48,-1160,"Rockingham County, Virginia",-491,682
19035,IA,-590,-363,-96,-508,"Cherokee County, Iowa",92,682
27091,MN,-577,-275,-165,-476,"Martin County, Minnesota",105,682
39175,OH,-452,-362,-60,-260,"Wyandot County, Ohio",231,683
39059,OH,-986,-856,-123,-937,"Guernsey County, Ohio",-303,683
26007,MI,-981,-458,-413,-948,"Alpena County, Michigan",-298,683
26089,MI,-716,55,-702,-790,"Leelanau County, Michigan",-33,683
48403,TX,-123,-94,-22,-142,"Sabine County, Texas",561,684
13235,GA,-373,-388,-8,-367,"Pulaski County, Georgia",313,686
47127,TN,-618,-582,-67,-617,"Moore County, Tennessee",69,687
47179,TN,-719,-569,-135,-691,"Washington County, Tennessee",-32,687
20207,KS,-735,-711,0,-754,"Woodson County, Kansas",-48,687
54083,WV,-533,-521,25,-575,"Randolph County, West Virginia",155,688
1059,AL,-707,-686,14,-692,"Franklin County, Alabama",-18,689
1017,AL,-348,-344,-29,-446,"Chambers County, Alabama",341,689
29073,MO,-395,-383,-5,-379,"Gasconade County, Missouri",294,689
19059,IA,-987,-460,-476,-863,"Dickinson County, Iowa",-296,691
20159,KS,-521,-474,-61,-665,"Rice County, Kansas",171,692
47097,TN,-109,-102,14,-134,"Lauderdale County, Tennessee",584,693
48077,TX,-162,-155,-28,-129,"Clay County, Texas",531,693
42087,PA,-497,-396,-42,-423,"Mifflin County, Pennsylvania",197,694
5119,AR,-4369,-4485,-118,-4470,"Pulaski County, Arkansas",-3674,695
6005,CA,-124,-72,-13,-171,"Amador County, California",571,695
27157,MN,-821,-536,-242,-765,"Wabasha County, Minnesota",-123,698
29203,MO,-289,-253,13,-244,"Shannon County, Missouri",409,698
37035,NC,95,18,-4,137,"Catawba County, North Carolina",794,699
17173,IL,-805,-741,-70,-866,"Shelby County, Illinois",-106,699
33003,NH,-552,-14,-454,-630,"Carroll County, New Hampshire",148,700
35017,NM,-555,-587,36,-439,"Grant County, New Mexico",146,701
21199,KY,-928,-798,-140,-883,"Pulaski County, Kentucky",-226,702
55121,WI,-936,-826,-33,-904,"Trempealeau County, Wisconsin",-233,703
