"","Year","TOTAL_FROM_COUNTY","FROM_BUSINESS","FROM_FAMILY","FROM_INDIVIDUAL","FROM_PERM","FROM_TEMP","TOTAL_TO_COUNTY","TO_BUSINESS","TO_FAMILY","TO_INDIVIDUAL","TO_PERM","TO_TEMP","NET_COUNTY","NET_BUSINESS","NET_FAMILY","NET_INDIVIDUAL","NET_RES","NET_PERM","NET_TEMP","ams_res","ams_bus","ams_oth","ams_total","USPS_ZIP_PREF_CITY","USPS_ZIP_PREF_STATE","X","Y","ZIP_CLASS","CITY","STATE","STATECODE","STATENAME","COUNTY","COUNTYNM","MSA","AREACODE","AREACODES","TIMEZONE","GMTOFFSET","DST","PONAME","ALIAS_CITY","ALIAS_CITYN","CITY2","STATENAME2","RES_percent","BUS_percent","TOT_percent"
"4622","2020",16932,496,4897,11189,15282,1516,16912,540,4350,11547,15370,1336,-20,44,-547,358,-189,88,-29,2972816,234452,112500,3319768,"BEVERLY SHORES","IN",-86.973604,41.672687,"P","Beverly Shores",18,"IN","Indiana",127,"Porter",2960,219,"219","Central",-6,"Y","Beverly Shores","Beverly Shrs",NA,"BEVERLYSHORES","INDIANA",-6.35760840899672e-05,0.000187671676931739,2.65078764540173e-05
"4623","2020",10959,198,2779,7310,9716,1054,10241,138,2333,7132,9191,826,-718,-60,-446,-178,-624,-525,0,NA,NA,NA,NA,"HANNA","IN",-86.777964,41.41204,NA,"Hanna",18,"IN","Indiana",91,"La Porte",0,219,"219","Central",-6,"Y","Hanna",NA,NA,"HANNA","INDIANA",NA,NA,NA
"4624","2020",2066,0,422,1402,1870,80,1943,0,349,1341,1785,48,-123,0,-73,-61,-134,-85,13,570256,22704,5164,598124,"NORTH JUDSON","IN",-86.773298,41.220866,NA,"North Judson",18,"IN","Indiana",149,"Starke",0,574,"574","Central",-6,"Y","North Judson",NA,NA,"NORTHJUDSON","INDIANA",-0.00023498218344042,0,-0.000142111000394567
"4625","2020",21343,266,5669,14529,19465,1616,18411,182,4748,12784,16986,1061,-2932,-84,-921,-1745,-2666,-2479,-52,3336872,298916,112392,3748180,"BRISTOL","IN",-85.827423,41.721113,NA,"Bristol",18,"IN","Indiana",39,"Elkhart",2330,574,"574","Eastern",-5,"Y","Bristol",NA,NA,"BRISTOL","INDIANA",-0.000798951832734369,-0.000281015402320384,-0.00066138766014439
"4626","2020",8707,81,2211,5565,7372,950,8292,31,2031,5377,7266,646,-415,-50,-180,-188,-368,-106,0,2340036,139680,43472,2523188,"CLAYPOOL","IN",-85.898042,41.123175,NA,"Claypool",18,"IN","Indiana",85,"Kosciusko",0,574,"574","Eastern",-5,"Y","Claypool",NA,NA,"CLAYPOOL","INDIANA",-0.000157262537841298,-0.000357961053837342,-4.20103456421004e-05
"4627","2020",33935,487,9335,22804,30836,2530,28749,434,6853,20203,26230,1725,-5186,-53,-2482,-2601,-5083,-4606,-44,4617096,439852,190032,5246980,"GRANGER","IN",-86.161696,41.742276,NA,"Granger",18,"IN","Indiana",141,"St Joseph",7800,574,"574","Eastern",-5,"Y","Granger",NA,NA,"GRANGER","INDIANA",-0.00110090844981348,-0.000120495075616344,-0.000877838299364587
"4628","2020",2912,0,784,1787,2405,380,2467,0,550,1608,2166,149,-445,0,-234,-179,-413,-239,-70,744952,38784,9468,793204,"SHIPSHEWANA","IN",-85.576964,41.675713,NA,"Shipshewana",18,"IN","Indiana",87,"LaGrange",0,260,"260","Eastern",-5,"Y","Shipshewana",NA,NA,"SHIPSHEWANA","INDIANA",-0.000554398135718811,0,-0.00030130962526664
"4629","2020",4379,28,1335,2732,3992,247,3905,0,979,2623,3654,118,-474,-28,-356,-109,-465,-338,0,772216,38824,13452,824492,"ANDREWS","IN",-85.602954,40.851385,NA,"Andrews",18,"IN","Indiana",69,"Huntington",2760,260,"260","Eastern",-5,"Y","Andrews",NA,NA,"ANDREWS","INDIANA",-0.000602163125343168,-0.000721203379352978,-0.000409949399145171
"4630","2020",4595,64,1124,3141,4235,214,4187,40,955,2865,3901,101,-408,-24,-169,-276,-445,-334,0,978912,54640,18700,1052252,"ASHLEY","IN",-85.072002,41.514265,NA,"Ashley",18,"IN","Indiana",33,"Dekalb",2760,260,"260","Eastern",-5,"Y","Ashley",NA,"Steuben||Steubenville","ASHLEY","INDIANA",-0.000454586316236802,-0.000439238653001464,-0.000317414459654151
"4631","2020",3119,24,735,2009,2795,157,2713,0,634,1816,2485,96,-406,-24,-101,-193,-294,-310,-34,793460,39336,15468,848264,"BLUFFTON","IN",-85.19484,40.71876,NA,"Bluffton",18,"IN","Indiana",179,"Wells",2760,260,"260","Eastern",-5,"Y","Bluffton",NA,"Murray||North Oaks||Reiffsburg||Rockford||Toll Gate Heights||Travisville||Vera Cruz||Villa North","BLUFFTON","INDIANA",-0.000370529075189676,-0.00061012812690665,-0.000365452264860939
"4632","2020",63025,1475,18358,39602,55801,5506,55661,1355,13829,36904,49790,4156,-7364,-120,-4529,-2698,-7227,-6011,-15,11593248,702932,346388,12642568,"GALVESTON","IN",-86.195393,40.576797,NA,"Galveston",18,"IN","Indiana",17,"Cass",0,574,"574","Eastern",-5,"Y","Galveston",NA,NA,"GALVESTON","INDIANA",-0.000623380091584343,-0.000170713525632636,-0.000475457201416674
"4633","2020",3690,0,903,2520,3394,114,3530,12,866,2394,3263,46,-160,12,-37,-126,-163,-131,0,725172,47900,16956,790028,"LA FONTAINE","IN",-85.721014,40.674047,NA,"La Fontaine",18,"IN","Indiana",169,"Wabash",0,765,"765","Eastern",-5,"Y","La Fontaine",NA,NA,"LAFONTAINE","INDIANA",-0.000224774260451314,0.000250521920668058,-0.000165816907755168
"4634","2020",4249,24,1053,2788,3905,194,4360,0,961,2977,4050,119,111,-24,-92,189,97,145,-44,1241960,62576,35160,1339696,"AURORA","IN",-84.9819,39.09486,NA,"Aurora",18,"IN","Indiana",29,"Dearborn",1640,812,"812/930","Eastern",-5,"Y","Aurora",NA,NA,"AURORA","INDIANA",7.8102354343135e-05,-0.000383533623114293,0.000108233509691751
"4635","2020",4054,13,860,2658,3816,23,3943,0,765,2608,3705,13,-111,-13,-95,-50,-145,-111,2,1143324,59944,19680,1222948,"BATESVILLE","IN",-85.199126,39.328406,NA,"Batesville",18,"IN","Indiana",137,"Ripley",0,812,"812/930","Eastern",-5,"Y","Batesville",NA,"Cross Roads||Huntersville||West Brook Acres","BATESVILLE","INDIANA",-0.000126823192725772,-0.000216869077805952,-9.07642843358835e-05
"4636","2020",693,0,106,449,648,0,753,0,161,482,708,0,60,0,55,33,88,60,0,366960,8440,3400,378800,"BENNINGTON","IN",-85.080787,38.872783,NA,"Bennington",18,"IN","Indiana",155,"Switzerland",0,812,"812/930","Eastern",-5,"Y","Bennington",NA,NA,"BENNINGTON","INDIANA",0.000239808153477218,0,0.000158394931362196
"4637","2020",9700,155,2700,6394,8912,715,8788,114,2126,6129,8119,513,-912,-41,-574,-265,-839,-793,-106,1411836,107848,30800,1550484,"COLUMBUS","IN",-85.934788,39.199917,NA,"Columbus",18,"IN","Indiana",5,"Bartholomew",0,812,"812/930","Eastern",-5,"Y","Columbus",NA,NA,"COLUMBUS","INDIANA",-0.000594261656453016,-0.000380164676210964,-0.000511453197840158
"4638","2020",2437,0,538,1799,2288,71,2375,0,517,1722,2248,36,-62,0,-21,-77,-98,-40,0,571856,26704,3816,602376,"BUTLERVILLE","IN",-85.492249,39.120056,NA,"Butlerville",18,"IN","Indiana",79,"Jennings",0,812,"812/930","Eastern",-5,"Y","Butlerville","Muscatatuck||Nebraska",NA,"BUTLERVILLE","INDIANA",-0.000171371813883215,0,-6.64037079830538e-05
"4639","2020",2107,11,465,1428,1956,73,1726,0,299,1264,1619,11,-381,-11,-166,-164,-330,-337,0,455264,26860,14716,496840,"BRYANT","IN",-84.963031,40.536527,NA,"Bryant",18,"IN","Indiana",75,"Jay",0,260,"260","Eastern",-5,"Y","Bryant",NA,"Fiat||Jay City||Poling||West Liberty","BRYANT","INDIANA",-0.000724854150558797,-0.000409530900967982,-0.000678286772401578
"4640","2020",1382,0,286,974,1252,34,1228,0,222,920,1136,26,-154,0,-64,-54,-118,-116,-8,231508,12092,3744,247344,"HARTFORD CITY","IN",-85.36512,40.4664,NA,"Hartford City",18,"IN","Indiana",9,"Blackford",0,765,"765","Eastern",-5,"Y","Hartford City",NA,"Lake Mohee||Licking||Mill Grove||Roll||Shamrock Lakes||Shamrock Lks","HARTFORDCITY","INDIANA",-0.000509701608583721,0,-0.000468982469758717
"4641","2020",3691,0,820,2458,3412,111,3528,11,756,2408,3295,100,-163,11,-64,-50,-114,-117,-12,1328868,85376,23732,1437976,"BIRDSEYE","IN",-86.714517,38.28332,NA,"Birdseye",18,"IN","Indiana",37,"Dubois",0,812,"812/930","Eastern",-5,"Y","Birdseye",NA,"Mentor||Riceville","BIRDSEYE","INDIANA",-8.57873016733039e-05,0.000128841829085457,-8.13643621312178e-05
"4642","2020",6219,49,1915,3818,5765,335,6406,50,1801,4160,6011,258,187,1,-114,342,228,246,-17,1339368,76876,22800,1439044,"BOONVILLE","IN",-87.26244,38.05728,NA,"Boonville",18,"IN","Indiana",173,"Warrick",2440,812,"812/930","Central",-6,"Y","Boonville",NA,"Bullocktown||De Gonia||Greenbrier||Midway||Pelzer","BOONVILLE","INDIANA",0.000170229541096995,1.30079608720537e-05,0.000170946823029734
"4643","2020",1892,12,374,1199,1707,50,1715,11,299,1038,1595,23,-177,-1,-75,-161,-236,-112,0,556892,19092,7796,583780,"CYNTHIANA","IN",-87.692616,38.171264,NA,"Cynthiana",18,"IN","Indiana",129,"Posey",2440,812,"812/930","Central",-6,"Y","Cynthiana",NA,NA,"CYNTHIANA","INDIANA",-0.000423780553500499,-5.23779593547035e-05,-0.000191853095344136
"4644","2020",23715,267,5692,17201,22329,1101,22201,221,4993,16446,20923,857,-1514,-46,-699,-755,-1454,-1406,12,3075384,338012,101056,3514452,"EVANSVILLE","IN",-87.57506,37.971882,NA,"Evansville",18,"IN","Indiana",163,"Vanderburgh",2440,812,"812/930","Central",-6,"Y","Evansville",NA,NA,"EVANSVILLE","INDIANA",-0.000472786487801198,-0.000136089842964155,-0.000400062371032525
"4645","2020",12581,45,3153,9032,11724,612,11679,106,2606,8784,10903,510,-902,61,-547,-248,-795,-821,0,1669616,144900,54840,1869356,"TERRE HAUTE","IN",-87.410139,39.467121,"P","Terre Haute",18,"IN","Indiana",167,"Vigo",8320,812,"812/930","Eastern",-5,"Y","Terre Haute",NA,NA,"TERREHAUTE","INDIANA",-0.00047615739187933,0.000420979986197377,-0.000439188683161474
"4646","2020",1188,0,246,729,1029,68,1106,0,232,660,1021,11,-82,0,-14,-69,-83,-8,0,442576,16548,5568,464692,"BLOOMINGDALE","IN",-87.267425,39.844258,NA,"Bloomingdale",18,"IN","Indiana",121,"Parke",0,765,"765","Eastern",-5,"Y","Bloomingdale",NA,"Annapolis||Sylvania","BLOOMINGDALE","INDIANA",-0.00018753841148187,0,-1.72157041653396e-05
"4647","2020",1251,12,252,864,1124,27,1359,15,257,912,1264,27,108,3,5,48,53,140,0,183636,7888,2384,193908,"CLINTON","IN",-87.42372,39.64944,NA,"Clinton",18,"IN","Indiana",165,"Vermillion",8320,765,"765","Eastern",-5,"Y","Clinton",NA,"Centenary||Crompton Hill||Fairview Park||Jacksonville||Jonestown||Sandytown||Summit Grove||Syndicate","CLINTON","INDIANA",0.000288614432899867,0.000380324543610548,0.00072199187243435
"4648","2020",26674,507,6461,19110,24547,1963,20355,308,4712,14668,18802,1318,-6319,-199,-1749,-4442,-6191,-5745,-86,2935380,285112,170196,3390688,"LAFAYETTE","IN",-86.892088,40.415409,NA,"Lafayette",18,"IN","Indiana",157,"Tippecanoe",3920,765,"765","Eastern",-5,"Y","Lafayette","La Fayette",NA,"LAFAYETTE","INDIANA",-0.00210909660759425,-0.000697971323550043,-0.00169434639813513
"4649","2020",1892,16,247,1334,1724,13,1856,12,244,1272,1721,0,-36,-4,-3,-62,-65,-3,0,589880,29068,10536,629484,"ATTICA","IN",-87.249487,40.291256,NA,"Attica",18,"IN","Indiana",45,"Fountain",0,765,"765","Eastern",-5,"Y","Attica",NA,NA,"ATTICA","INDIANA",-0.000110191903437987,-0.000137608366588689,-4.76580818575214e-06
"4650","2020",7355,145,2084,4553,6086,929,7197,87,1917,4689,6327,481,-158,-58,-167,136,-31,241,-14,1609084,69424,23816,1702324,"ALMONT","MI",-83.043136,42.923761,NA,"Almont",26,"MI","Michigan",87,"Lapeer",2160,810,"810","Eastern",-5,"Y","Almont",NA,NA,"ALMONT","MICHIGAN",-1.92656194455976e-05,-0.000835445955289237,0.000141571169765568
"4651","2020",82391,2960,21688,55674,72300,9265,75893,2374,18278,53088,68202,6639,-6498,-586,-3410,-2586,-5996,-4098,-4,8905288,811544,282712,9999544,"ARMADA","MI",-82.919999,42.847253,NA,"Armada",26,"MI","Michigan",99,"Macomb",2160,586,"586","Eastern",-5,"Y","Armada",NA,NA,"ARMADA","MICHIGAN",-0.000673307814413189,-0.000722080380114941,-0.000409818687732161
"4652","2020",130534,8059,35871,83041,109287,19489,125201,7372,30933,82957,108252,14982,-5333,-687,-4938,-84,-5022,-1035,0,NA,NA,NA,NA,NA,NA,-83.145735,42.581,"P","Troy",26,"MI","Michigan",125,"Oakland",2160,248,"248/947","Eastern",-5,"Y","Troy",NA,NA,"TROY","MICHIGAN",NA,NA,NA
"4653","2020",43415,1785,9239,31720,37562,5554,36557,1479,7503,26824,32264,3994,-6858,-306,-1736,-4896,-6632,-5298,-87,4631780,441984,290548,5364312,"ANN ARBOR","MI",-83.80866,42.27078,NA,"Ann Arbor",26,"MI","Michigan",161,"Washtenaw",440,734,"734","Eastern",-5,"Y","Ann Arbor",NA,"Delhi||Loch Alpine||Lodi Township||Scio Township","ANNARBOR","MICHIGAN",-0.00143184693573529,-0.000692332754126846,-0.000987638302917504
"4654","2020",4087,0,1102,2216,2928,735,3628,12,755,2186,2894,302,-459,12,-347,-30,-377,-34,0,1616036,94908,33388,1744332,"APPLEGATE","MI",-82.647034,43.356418,NA,"Applegate",26,"MI","Michigan",151,"Sanilac",0,810,"810","Eastern",-5,"Y","Applegate",NA,NA,"APPLEGATE","MICHIGAN",-0.000233286882222921,0.00012643823492224,-1.94917022676876e-05
"4655","2020",7216,119,2017,4590,6167,756,6528,99,1587,4322,5779,472,-688,-20,-430,-268,-698,-388,-17,1709024,70424,25308,1804756,"BANCROFT","MI",-84.074561,42.866302,NA,"Bancroft",26,"MI","Michigan",155,"Shiawassee",0,989,"989","Eastern",-5,"Y","Bancroft",NA,NA,"BANCROFT","MICHIGAN",-0.000408420244537233,-0.000283994092922867,-0.00021498751077708
"4656","2020",19944,154,5163,13697,17567,1886,18217,120,4005,13101,16488,1153,-1727,-34,-1158,-596,-1754,-1079,-90,3752904,300148,120076,4173128,"BIRCH RUN","MI",-83.792556,43.266718,NA,"Birch Run",26,"MI","Michigan",145,"Saginaw",6960,989,"989","Eastern",-5,"Y","Birch Run",NA,NA,"BIRCHRUN","MICHIGAN",-0.000467371400920461,-0.000113277449791436,-0.000258559047314149
"4657","2020",4723,12,1011,2968,3923,365,4456,11,797,2846,3910,124,-267,-1,-214,-122,-336,-13,0,1836456,82964,22576,1941996,"FOSTORIA","MI",-83.382924,43.260793,NA,"Fostoria",26,"MI","Michigan",157,"Tuscola",0,989,"989","Eastern",-5,"Y","Fostoria",NA,NA,"FOSTORIA","MICHIGAN",-0.000182961094630092,-1.20534207608119e-05,-6.69414355127405e-06
"4658","2020",1818,0,529,968,1220,365,1768,0,440,967,1327,239,-50,0,-89,-1,-90,107,-54,782264,26900,4908,814072,"ALGER","MI",-84.088232,44.124868,NA,"Alger",26,"MI","Michigan",11,"Arenac",0,989,"989","Eastern",-5,"Y","Alger",NA,NA,"ALGER","MICHIGAN",-0.000115050673429942,0,0.000131438005483544
"4659","2020",3253,0,1293,1851,2224,985,3035,11,1105,1834,2371,610,-218,11,-188,-17,-205,147,-155,756720,29984,6032,792736,"BEAVERTON","MI",-84.419697,43.875973,NA,"Beaverton",26,"MI","Michigan",51,"Gladwin",0,989,"989","Eastern",-5,"Y","Beaverton",NA,NA,"BEAVERTON","MICHIGAN",-0.000270906015435035,0.000366862326574173,0.000185433738344165
"4660","2020",3864,12,850,2436,3367,153,3466,13,603,2300,3108,40,-398,1,-247,-136,-383,-259,-12,1069956,46620,12864,1129440,"BRECKENRIDGE","MI",-84.482871,43.39174,NA,"Breckenridge",26,"MI","Michigan",57,"Gratiot",0,989,"989","Eastern",-5,"Y","Breckenridge",NA,NA,"BRECKENRIDGE","MICHIGAN",-0.000357958645028394,2.14500214500214e-05,-0.000229317183737073
"4661","2020",4588,0,1610,2811,3546,895,4305,0,1337,2817,3570,580,-283,0,-273,6,-267,24,-31,853576,32680,8548,894804,"CLARE","MI",-84.734662,43.862429,NA,"Clare",26,"MI","Michigan",35,"Clare",0,989,"989","Eastern",-5,"Y","Clare",NA,NA,"CLARE","MICHIGAN",-0.000312801672024518,0,2.68215162203119e-05
"4662","2020",30562,1111,9729,18477,28124,1989,25265,713,6832,16520,23281,1459,-5297,-398,-2897,-1957,-4854,-4843,-11,4707428,626256,133180,5466864,"COLEMAN","MI",-84.546925,43.744516,NA,"Coleman",26,"MI","Michigan",111,"Midland",6960,989,"989","Eastern",-5,"Y","Coleman",NA,NA,"COLEMAN","MICHIGAN",-0.00103113632327462,-0.00063552285327406,-0.000885882655943151
"4663","2020",841,0,266,397,555,116,736,0,186,346,528,56,-105,0,-80,-51,-131,-27,0,211300,8400,1312,221012,"COMINS","MI",-84.037996,44.803567,NA,"Comins",26,"MI","Michigan",135,"Oscoda",0,989,"989","Eastern",-5,"Y","Comins",NA,NA,"COMINS","MICHIGAN",-0.000619971604353999,0,-0.000122165312290735
"4664","2020",4108,16,1891,2035,2485,1478,3998,24,1666,2129,2860,941,-110,8,-225,94,-131,375,-13,767212,41272,9760,818244,"HIGGINS LAKE","MI",-84.743635,44.442024,"P","Higgins Lake",26,"MI","Michigan",143,"Roscommon",0,989,"989","Eastern",-5,"Y","Higgins Lake",NA,NA,"HIGGINSLAKE","MICHIGAN",-0.00017074811134341,0.000193836014731537,0.000458298502647132
"4665","2020",2628,30,805,1460,1816,573,2606,13,697,1555,2080,323,-22,-17,-108,95,-13,264,-18,609124,26156,5500,640780,"LUPTON","MI",-83.988841,44.402931,NA,"Lupton",26,"MI","Michigan",129,"Ogemaw",0,989,"989","Eastern",-5,"Y","Lupton",NA,NA,"LUPTON","MICHIGAN",-2.13421240995265e-05,-0.000649946474996177,0.000411997877586691
"4666","2020",1217,0,348,372,559,345,1262,0,290,488,830,215,45,0,-58,116,58,271,9,658328,22860,5892,687080,"BLACK RIVER","MI",-83.324416,44.796699,NA,"Black River",26,"MI","Michigan",1,"Alcona",0,989,"989","Eastern",-5,"Y","Black River",NA,NA,"BLACKRIVER","MICHIGAN",8.81019795603407e-05,0,0.000394422774640508
"4667","2020",4202,15,1517,2346,2797,1199,3783,0,1262,2215,2814,711,-419,-15,-255,-131,-386,17,-112,NA,NA,NA,NA,"EAST TAWAS","MI",-83.471081,44.308832,NA,"East Tawas",26,"MI","Michigan",69,"Iosco",0,989,"989","Eastern",-5,"Y","East Tawas",NA,NA,"EASTTAWAS","MICHIGAN",NA,NA,NA
"4668","2020",7159,110,1436,5316,6173,802,6348,68,1229,4626,5654,509,-811,-42,-207,-690,-897,-519,0,1138340,63784,27504,1229628,"MOUNT PLEASANT","MI",-84.688548,43.606089,"P","Mount Pleasant",26,"MI","Michigan",73,"Isabella",0,989,"989","Eastern",-5,"Y","Mount Pleasant","Mt Pleasant",NA,"MOUNTPLEASANT","MICHIGAN",-0.000787989528611838,-0.000658472344161545,-0.00042207887263465
"4669","2020",35828,988,8296,25549,31651,3667,30296,640,6451,22118,27344,2444,-5532,-348,-1845,-3431,-5276,-4307,0,4467392,445560,196016,5108968,"OKEMOS","MI",-84.415014,42.707511,"P","Okemos",26,"MI","Michigan",65,"Ingham",4040,517,"517","Eastern",-5,"Y","Okemos",NA,NA,"OKEMOS","MICHIGAN",-0.001181002249187,-0.000781039590627525,-0.000843027398096837
"4670","2020",5855,11,1526,3789,5079,482,5409,0,1220,3622,4885,192,-446,-11,-306,-167,-473,-194,-60,1677672,79576,25940,1783188,"BELDING","MI",-85.228388,43.077173,NA,"Belding",26,"MI","Michigan",67,"Ionia",0,616,"616","Eastern",-5,"Y","Belding",NA,NA,"BELDING","MICHIGAN",-0.000281938304984526,-0.00013823263295466,-0.000108793912924493
"4671","2020",7098,20,1805,4449,5991,661,6718,31,1373,4351,5996,278,-380,11,-432,-98,-530,5,0,2389548,83344,27420,2500312,"CARSON CITY","MI",-84.868066,43.181337,NA,"Carson City",26,"MI","Michigan",117,"Montcalm",0,989,"989","Eastern",-5,"Y","Carson City",NA,NA,"CARSONCITY","MICHIGAN",-0.000221799269150484,0.000131983106162411,1.99975043114619e-06
"4672","2020",12803,246,3534,8395,11071,1385,11529,195,2825,7885,10398,868,-1274,-51,-709,-510,-1219,-673,-93,2297392,122644,66008,2486044,"CHARLOTTE","MI",-84.838031,42.57239,NA,"Charlotte",26,"MI","Michigan",45,"Eaton",4040,517,"517","Eastern",-5,"Y","Charlotte",NA,NA,"CHARLOTTE","MICHIGAN",-0.000530601656138787,-0.000415837709141907,-0.000270711218305066
"4673","2020",8423,39,2299,5102,7139,683,8537,12,2235,5192,7541,514,114,-27,-64,90,26,402,0,3300500,135440,37044,3472984,"WOODLAND","MI",-85.129563,42.707619,NA,"Woodland",26,"MI","Michigan",15,"Barry",0,269,"269","Eastern",-5,"Y","Woodland",NA,NA,"WOODLAND","MICHIGAN",7.87759430389335e-06,-0.000199350265800354,0.000115750605243214
"4674","2020",34081,699,8950,23313,30422,3217,28364,434,6543,20166,25670,2184,-5717,-265,-2407,-3147,-5554,-4752,-84,5230292,437020,278676,5945988,"KALAMAZOO","MI",-85.464,42.26388,NA,"Kalamazoo",26,"MI","Michigan",77,"Kalamazoo",3720,269,"269","Eastern",-5,"Y","Kalamazoo",NA,NA,"KALAMAZOO","MICHIGAN",-0.00106189099958473,-0.000606379570729028,-0.000799194347516342
"4675","2020",10085,67,2986,6230,8043,1538,10048,36,2795,6446,8427,1111,-37,-31,-191,216,25,384,-14,2819844,135568,44212,2999624,"ALLEGAN","MI",-85.8672,42.531851,NA,"Allegan",26,"MI","Michigan",5,"Allegan",3000,269,"269","Eastern",-5,"Y","Allegan",NA,NA,"ALLEGAN","MICHIGAN",8.86573867206838e-06,-0.000228667532160982,0.0001280160446776
"4676","2020",5100,59,1323,3398,4298,577,4598,41,992,3240,4009,380,-502,-18,-331,-158,-489,-289,-42,984576,49532,16484,1050592,"BRONSON","MI",-85.192123,41.848158,NA,"Bronson",26,"MI","Michigan",23,"Branch",0,517,"517","Eastern",-5,"Y","Bronson",NA,NA,"BRONSON","MICHIGAN",-0.000496660491419657,-0.000363401437454575,-0.000275083000822393
"4677","2020",6543,35,1643,4380,5574,733,6132,12,1369,4173,5421,444,-411,-23,-274,-207,-481,-153,0,1381916,66016,23044,1470976,"BURR OAK","MI",-85.33523,41.858964,NA,"Burr Oak",26,"MI","Michigan",149,"Saint Joseph",0,269,"269","Eastern",-5,"Y","Burr Oak",NA,NA,"BURROAK","MICHIGAN",-0.000348067465750451,-0.000348400387784779,-0.000104012573964497
"4678","2020",9536,204,2577,5721,8077,1010,8849,140,2204,5536,7738,643,-687,-64,-373,-185,-558,-339,-13,2738752,134352,58772,2931876,"ADDISON","MI",-84.319565,42.003218,NA,"Addison",26,"MI","Michigan",91,"Lenawee",440,517,"517","Eastern",-5,"Y","Addison",NA,NA,"ADDISON","MICHIGAN",-0.000203742434510317,-0.000476360604977968,-0.000115625626731826
"4679","2020",4307,13,792,2720,3670,380,4047,0,661,2606,3556,123,-260,-13,-131,-114,-245,-114,0,1427772,54408,20564,1502744,"ALLEN","MI",-84.768253,41.949885,NA,"Allen",26,"MI","Michigan",59,"Hillsdale",0,517,"517","Eastern",-5,"Y","Allen",NA,NA,"ALLEN","MICHIGAN",-0.000171596025135666,-0.000238935450669019,-7.58612245332538e-05
"4680","2020",18154,294,5110,12129,15415,2465,17292,237,4467,11939,15305,1619,-862,-57,-643,-190,-833,-110,0,2976084,226988,94464,3297536,"BAILEY","MI",-85.841572,43.276495,NA,"Bailey",26,"MI","Michigan",121,"Muskegon",3000,231,"231","Eastern",-5,"Y","Bailey",NA,NA,"BAILEY","MICHIGAN",-0.000279898013631336,-0.000251114596366328,-3.33582408198121e-05
"4681","2020",5119,27,1387,3183,3986,899,4856,44,1195,3021,4054,542,-263,17,-192,-162,-354,68,-38,1359508,47708,14852,1422068,"BARRYTON","MI",-85.169379,43.749421,NA,"Barryton",26,"MI","Michigan",107,"Mecosta",0,989,"989","Eastern",-5,"Y","Barryton",NA,NA,"BARRYTON","MICHIGAN",-0.000260388316949955,0.000356334367401694,4.78176852302422e-05
"4682","2020",4679,0,1403,3022,3700,814,4560,0,1241,3070,3957,390,-119,0,-162,48,-114,257,-39,1086168,41508,10148,1137824,"BITELY","MI",-85.870792,43.740936,NA,"Bitely",26,"MI","Michigan",123,"Newaygo",0,231,"231","Eastern",-5,"Y","Bitely",NA,NA,"BITELY","MICHIGAN",-0.000104956139381753,0,0.000225869730292207
"4683","2020",3815,39,1384,1903,2480,1039,3323,14,988,1738,2395,655,-492,-25,-396,-165,-561,-85,-32,949620,41608,12808,1004036,"HART","MI",-86.359567,43.703466,NA,"Hart",26,"MI","Michigan",127,"Oceana",0,231,"231","Eastern",-5,"Y","Hart",NA,NA,"HART","MICHIGAN",-0.000590762620837809,-0.000600845991155547,-8.46583190244175e-05
"4684","2020",4487,73,1208,2970,3755,653,4090,72,979,2775,3618,351,-397,-1,-229,-195,-424,-137,-199,856876,41660,11776,910312,"CADILLAC","MI",-85.44522,44.25667,NA,"Cadillac",26,"MI","Michigan",165,"Wexford",0,231,"231","Eastern",-5,"Y","Cadillac","Hoxeyville",NA,"CADILLAC","MICHIGAN",-0.000494820720851092,-2.40038406144983e-05,-0.000150497851286152
"4685","2020",13946,997,4280,8313,10442,3291,13675,858,4193,8272,10802,2608,-271,-139,-87,-41,-128,360,6,2766088,273504,88792,3128384,"ACME","MI",-85.494568,44.793024,"P","Acme",26,"MI","Michigan",55,"Grand Traverse",0,231,"231","Eastern",-5,"Y","Acme",NA,NA,"ACME","MICHIGAN",-4.62747389092466e-05,-0.000508219258219258,0.000115075387164747
"4686","2020",3687,0,1702,1410,1939,1392,3413,16,1322,1584,2053,1077,-274,16,-380,174,-206,114,-59,739424,27112,7532,774068,"ALDEN","MI",-85.265659,44.893479,NA,"Alden",26,"MI","Michigan",9,"Antrim",0,231,"231","Eastern",-5,"Y","Alden",NA,NA,"ALDEN","MICHIGAN",-0.000278595230882417,0.000590144585423429,0.000147273882914679
"4687","2020",3172,46,885,1611,2171,706,3030,18,748,1663,2235,560,-142,-28,-137,52,-85,64,-17,722520,34392,7632,764544,"ARCADIA","MI",-86.21765,44.480669,NA,"Arcadia",26,"MI","Michigan",101,"Manistee",0,231,"231","Eastern",-5,"Y","Arcadia",NA,NA,"ARCADIA","MICHIGAN",-0.000117643802247689,-0.000814142823912538,8.37100284614097e-05
"4688","2020",2438,0,965,1059,1270,927,2585,0,808,1256,1513,822,147,0,-157,197,40,243,-6,797948,27332,6896,832176,"BENZONIA","MI",-86.097228,44.588594,NA,"Benzonia",26,"MI","Michigan",19,"Benzie",0,231,"231","Eastern",-5,"Y","Benzonia",NA,NA,"BENZONIA","MICHIGAN",5.01285798072055e-05,0,0.000292005537290189
